scenario,member_id,arm,transactions_12w,activated,opted_out,evidence_label
B_engagement_without_behaviour,B-A-00073,A_holdout,5,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00074,A_holdout,6,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00075,A_holdout,8,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00076,A_holdout,5,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00077,A_holdout,7,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00078,A_holdout,2,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00079,A_holdout,16,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00080,A_holdout,7,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00081,A_holdout,2,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00082,A_holdout,1,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00083,A_holdout,11,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00084,A_holdout,0,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00085,A_holdout,12,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00086,A_holdout,4,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00087,A_holdout,2,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00088,A_holdout,4,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00089,A_holdout,0,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00090,A_holdout,4,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00091,A_holdout,1,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00092,A_holdout,2,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00093,A_holdout,2,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00094,A_holdout,3,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00095,A_holdout,5,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00096,A_holdout,1,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00097,A_holdout,4,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00098,A_holdout,10,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00099,A_holdout,4,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00100,A_holdout,0,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00101,A_holdout,5,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00102,A_holdout,4,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00103,A_holdout,3,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00104,A_holdout,3,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00105,A_holdout,1,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00106,A_holdout,0,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00107,A_holdout,1,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00108,A_holdout,6,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00109,A_holdout,4,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00110,A_holdout,0,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00111,A_holdout,2,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00112,A_holdout,1,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00113,A_holdout,15,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00114,A_holdout,7,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00115,A_holdout,0,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00116,A_holdout,8,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00117,A_holdout,8,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00118,A_holdout,4,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00119,A_holdout,2,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00120,A_holdout,3,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00121,A_holdout,8,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00122,A_holdout,8,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00123,A_holdout,3,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00124,A_holdout,3,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00125,A_holdout,3,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00126,A_holdout,8,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00127,A_holdout,1,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00128,A_holdout,0,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00129,A_holdout,8,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00130,A_holdout,4,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00131,A_holdout,3,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00132,A_holdout,4,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00133,A_holdout,3,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00134,A_holdout,0,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00135,A_holdout,6,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00136,A_holdout,2,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00137,A_holdout,2,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00138,A_holdout,4,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00139,A_holdout,1,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00140,A_holdout,0,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00141,A_holdout,11,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00142,A_holdout,2,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00143,A_holdout,1,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00144,A_holdout,5,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00145,A_holdout,0,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00146,A_holdout,1,0,1,CALCULATED
B_engagement_without_behaviour,B-A-00147,A_holdout,3,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00148,A_holdout,1,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00149,A_holdout,2,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00150,A_holdout,5,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00151,A_holdout,4,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00152,A_holdout,2,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00153,A_holdout,3,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00154,A_holdout,0,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00155,A_holdout,0,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00156,A_holdout,5,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00157,A_holdout,2,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00158,A_holdout,1,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00159,A_holdout,4,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00160,A_holdout,0,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00161,A_holdout,0,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00162,A_holdout,15,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00163,A_holdout,4,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00164,A_holdout,9,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00165,A_holdout,4,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00166,A_holdout,4,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00167,A_holdout,9,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00168,A_holdout,1,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00169,A_holdout,2,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00170,A_holdout,2,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00171,A_holdout,2,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00172,A_holdout,0,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00173,A_holdout,3,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00174,A_holdout,4,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00175,A_holdout,2,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00176,A_holdout,2,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00177,A_holdout,4,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00178,A_holdout,14,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00179,A_holdout,5,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00180,A_holdout,2,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00181,A_holdout,6,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00182,A_holdout,3,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00183,A_holdout,8,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00184,A_holdout,5,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00185,A_holdout,6,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00186,A_holdout,2,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00187,A_holdout,8,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00188,A_holdout,3,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00189,A_holdout,5,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00190,A_holdout,3,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00191,A_holdout,4,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00192,A_holdout,3,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00193,A_holdout,2,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00194,A_holdout,5,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00195,A_holdout,4,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00196,A_holdout,13,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00197,A_holdout,7,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00198,A_holdout,2,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00199,A_holdout,0,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00200,A_holdout,2,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00201,A_holdout,4,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00202,A_holdout,2,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00203,A_holdout,0,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00204,A_holdout,3,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00205,A_holdout,8,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00206,A_holdout,2,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00207,A_holdout,5,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00208,A_holdout,2,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00209,A_holdout,6,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00210,A_holdout,5,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00211,A_holdout,1,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00212,A_holdout,8,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00213,A_holdout,7,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00214,A_holdout,1,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00215,A_holdout,0,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00216,A_holdout,1,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00217,A_holdout,3,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00218,A_holdout,3,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00219,A_holdout,1,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00220,A_holdout,2,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00221,A_holdout,4,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00222,A_holdout,4,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00223,A_holdout,2,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00224,A_holdout,3,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00225,A_holdout,6,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00226,A_holdout,4,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00227,A_holdout,3,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00228,A_holdout,1,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00229,A_holdout,7,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00230,A_holdout,1,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00231,A_holdout,3,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00232,A_holdout,2,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00233,A_holdout,6,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00234,A_holdout,7,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00235,A_holdout,2,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00236,A_holdout,1,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00237,A_holdout,2,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00238,A_holdout,12,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00239,A_holdout,4,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00240,A_holdout,2,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00241,A_holdout,5,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00242,A_holdout,5,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00243,A_holdout,1,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00244,A_holdout,6,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00245,A_holdout,3,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00246,A_holdout,7,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00247,A_holdout,6,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00248,A_holdout,4,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00249,A_holdout,0,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00250,A_holdout,0,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00251,A_holdout,4,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00252,A_holdout,6,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00253,A_holdout,22,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00254,A_holdout,11,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00255,A_holdout,1,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00256,A_holdout,8,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00257,A_holdout,2,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00258,A_holdout,5,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00259,A_holdout,8,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00260,A_holdout,11,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00261,A_holdout,5,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00262,A_holdout,4,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00263,A_holdout,9,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00264,A_holdout,5,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00265,A_holdout,2,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00266,A_holdout,3,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00267,A_holdout,4,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00268,A_holdout,4,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00269,A_holdout,9,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00270,A_holdout,4,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00271,A_holdout,9,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00272,A_holdout,5,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00273,A_holdout,1,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00274,A_holdout,1,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00275,A_holdout,1,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00276,A_holdout,5,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00277,A_holdout,0,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00278,A_holdout,8,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00279,A_holdout,6,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00280,A_holdout,4,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00281,A_holdout,5,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00282,A_holdout,8,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00283,A_holdout,1,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00284,A_holdout,1,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00285,A_holdout,0,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00286,A_holdout,3,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00287,A_holdout,3,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00288,A_holdout,6,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00289,A_holdout,4,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00290,A_holdout,1,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00291,A_holdout,15,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00292,A_holdout,7,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00293,A_holdout,2,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00294,A_holdout,1,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00295,A_holdout,3,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00296,A_holdout,0,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00297,A_holdout,9,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00298,A_holdout,7,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00299,A_holdout,7,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00300,A_holdout,4,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00301,A_holdout,16,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00302,A_holdout,3,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00303,A_holdout,6,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00304,A_holdout,8,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00305,A_holdout,0,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00306,A_holdout,3,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00307,A_holdout,3,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00308,A_holdout,5,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00309,A_holdout,2,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00310,A_holdout,2,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00311,A_holdout,10,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00312,A_holdout,2,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00313,A_holdout,1,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00314,A_holdout,7,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00315,A_holdout,7,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00316,A_holdout,6,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00317,A_holdout,2,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00318,A_holdout,1,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00319,A_holdout,5,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00320,A_holdout,3,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00321,A_holdout,2,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00322,A_holdout,2,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00323,A_holdout,4,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00324,A_holdout,1,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00325,A_holdout,5,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00326,A_holdout,8,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00327,A_holdout,7,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00328,A_holdout,1,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00329,A_holdout,7,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00330,A_holdout,0,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00331,A_holdout,8,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00332,A_holdout,2,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00333,A_holdout,4,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00334,A_holdout,5,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00335,A_holdout,1,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00336,A_holdout,2,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00337,A_holdout,6,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00338,A_holdout,1,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00339,A_holdout,0,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00340,A_holdout,1,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00341,A_holdout,5,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00342,A_holdout,3,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00343,A_holdout,9,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00344,A_holdout,0,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00345,A_holdout,6,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00346,A_holdout,10,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00347,A_holdout,2,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00348,A_holdout,9,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00349,A_holdout,15,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00350,A_holdout,2,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00351,A_holdout,2,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00352,A_holdout,2,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00353,A_holdout,6,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00354,A_holdout,8,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00355,A_holdout,7,0,0,CALCULATED
B_engagement_without_behaviour,B-A-00356,A_holdout,6,0,0,CALCULATED
